satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left
0.7510747223709593,0.3969265343366593,6,177,10,0,0,0
0.11451628602551515,0.3728225599254,5,177,4,1,0,0
0.6349886915005383,0.6745204852002442,7,107,5,0,0,0
0.6011066731548598,0.7729494562362855,7,128,10,1,0,0
0.24306367973025048,0.4480532983395088,2,206,3,0,0,0
0.2377634636122958,0.9404652712615618,5,101,2,0,0,0
0.7259765758938198,0.369628518640111,2,198,8,0,0,0
0.38688978374368876,0.3763501909928325,7,279,9,0,0,1
0.7227732659786377,0.918708349043091,6,255,9,1,0,0
0.5989449247459949,0.7854222218226863,2,169,10,0,0,0
0.4500555167108301,0.4279483600680378,7,299,4,1,0,1
0.9326192406525875,0.9897920615375804,7,132,2,1,0,0
0.8575029972214446,0.32303471632425196,6,112,2,0,0,0
0.4216578100148586,0.3759569084325376,7,107,9,1,1,0
0.1392323174191365,0.4974392130025369,5,286,8,0,0,0
0.37429126606998775,0.8141700625736279,6,176,2,0,0,0
0.4583671137261829,0.800324951643488,4,96,9,1,0,0
0.734462947406226,0.8580981602427087,6,211,9,0,0,0
0.9958226338306156,0.6816122209146196,4,146,9,0,0,0
0.4203233791457136,0.719691984161926,5,235,9,0,0,0
0.7862930324068904,0.5415740880379557,7,118,9,0,0,0
0.633859224905999,0.568887742613964,5,158,7,0,0,0
0.7225316188301594,0.3675681875361838,5,118,4,0,0,0
0.23601470711327222,0.38303831363780116,3,234,8,0,0,1
0.45898866345354095,0.7879965084413703,2,195,9,0,0,1
0.31677030795126204,0.31738574750892584,2,190,4,0,0,1
0.40911041264349246,0.616763747219911,3,205,4,0,0,0
0.561815338779102,0.7635138131734085,4,190,3,0,0,1
0.6999620951476645,0.6377187584408568,2,250,4,0,0,0
0.19531763655113243,0.34825127386746435,4,248,6,0,0,1
0.21780545559767267,0.837137106976787,7,261,3,0,0,1
0.3897825458214773,0.6332108268679081,2,105,10,1,0,0
0.6954079029996193,0.5048210600620763,3,294,3,0,0,0
0.8618556027436498,0.41902527982866233,2,247,6,0,0,1
0.5979316103170421,0.7301775364085331,6,253,3,0,0,0
0.8690072387720543,0.9469159069267667,4,238,2,0,0,0
0.446354030148185,0.4850616646696367,3,100,4,0,0,0
0.3851091074065418,0.9122161963646396,3,266,7,0,0,1
0.4188382080325107,0.7644388008925096,7,281,5,0,0,0
0.2539736462845892,0.31280269162203195,7,235,10,0,0,1
0.8462013710517013,0.8946112650966829,2,274,7,0,0,0
0.404803761322894,0.5772576066677729,4,226,7,0,0,1
0.5971330677646658,0.8913747003044068,6,188,2,0,0,1
0.6206963212979496,0.43928675745556556,6,304,10,0,0,1
0.5693797534575991,0.6630003819240053,6,157,7,1,0,0
0.10241925811688862,0.44352347714582036,4,258,9,0,0,1
0.989510877354538,0.6425290523094283,2,134,10,0,0,1
0.9148074180954489,0.9453940585668643,5,187,4,0,0,0
0.28687227507669205,0.653900847952452,4,96,4,0,0,0
0.3632404715131823,0.9950863542447654,3,130,9,1,0,1
0.5680091377652351,0.48962480292995636,4,295,4,0,0,1
0.9117202353946035,0.7221406458029367,3,207,4,1,0,0
0.985267796420551,0.9768090971978138,2,294,6,1,0,0
0.3317878577386748,0.8283031416997062,3,180,10,1,0,1
0.6079231386323035,0.7843286933046221,6,237,5,0,0,0
0.8262718157234612,0.8200066766231162,6,276,5,0,0,1
0.4549330485574974,0.5312341506041883,7,283,7,1,0,1
0.7579657322601013,0.5035015281192593,2,147,7,0,0,1
0.24496211298629336,0.4012720756944578,3,278,4,0,0,1
0.6406287110502309,0.7223552456501552,4,157,7,0,0,1
0.8792780124729381,0.9456841236053499,4,152,2,0,0,1
0.9851694482832,0.8354637331990014,4,134,5,0,0,0
0.17142921134021416,0.9902325783291921,3,194,2,0,0,1
0.48551254723085435,0.9942728362389599,7,107,5,0,0,1
0.28408857359178497,0.6038483476124892,4,166,9,1,1,0
0.5055728414668613,0.6617475550498202,2,278,3,1,0,0
0.5929872153659687,0.87683425979791,6,288,3,1,0,0
0.1839940393328387,0.8358922829932673,5,309,6,0,0,0
0.3671746979326115,0.842449867737836,7,208,10,0,0,1
0.9348258161369327,0.69030005423584,5,282,9,0,0,0
0.6121033582871758,0.7108207997387527,7,305,9,0,0,0
0.5116707977712508,0.8904087273181336,4,183,10,0,0,1
0.7781733917183031,0.960538109789203,3,129,5,1,0,0
0.7676759366578335,0.844087948101524,7,132,4,0,0,1
0.14372112955984193,0.8400267799276833,3,288,9,0,0,1
0.7378276558984714,0.410864233669986,5,235,3,0,0,1
0.8553190130245752,0.8989969278748844,2,280,8,0,0,0
0.2493440957862585,0.96160410449743,4,188,6,1,0,1
0.8028981441999615,0.49076149506545863,7,185,7,0,0,0
0.3578829550561917,0.43402474913223,3,163,2,0,0,1
0.3758227779966016,0.41544141973038184,2,259,10,1,0,0
0.6987353188147147,0.3157713651965313,2,114,9,0,0,0
0.2002529544469442,0.5845522096757387,3,123,4,1,0,0
0.6983852039229649,0.42531228232900753,2,154,9,0,0,1
0.8990711134086004,0.38907609762201156,2,109,10,0,0,0
0.7266801414118657,0.8104297581875886,5,208,2,0,0,0
0.4962950889988682,0.8334126707202871,4,294,9,0,0,1
0.4943929459395022,0.7910809793349876,4,140,5,0,0,1
0.7885864857153759,0.7661039760917641,6,136,10,0,0,0
0.6090778011032946,0.6623061263464236,5,192,6,0,0,0
0.17641374687263583,0.34290611629382384,7,188,4,0,0,1
0.6244039790752641,0.9846260643114948,4,113,4,0,0,0
0.8333593326040687,0.9901210781094436,4,283,6,1,0,0
0.403359745102849,0.9192524254778687,7,271,4,0,0,1
0.9348189216178505,0.8334679358091366,5,118,2,0,0,0
0.7756453003088511,0.8361767513843699,2,220,9,0,0,0
0.616657442634968,0.7172126163875776,4,205,3,1,0,0
0.7764795899136265,0.3786701122263636,5,309,9,1,0,1
0.17123406466438468,0.8753295648740045,3,267,3,0,0,1
0.8734501681125503,0.7741399261415315,4,309,8,0,0,0
0.8393537018805022,0.3547251514559093,4,299,4,0,0,0
0.918884493649188,0.7250215182015443,6,188,8,0,0,1
0.21576807775844203,0.4310771059141336,6,227,8,0,0,1
0.1736020783845867,0.6896876587190938,7,229,5,0,0,1
0.2245740155034308,0.4746933206953048,3,286,5,0,0,1
0.4594408390925201,0.7468803726913877,7,152,8,0,0,1
0.4818761749728927,0.8433099912469719,7,99,5,0,0,0
0.6059965408578151,0.3347674088736286,2,237,8,1,0,0
0.21001919466925456,0.35139735002223027,6,136,6,0,0,1
0.28125955124323376,0.9984695617432129,3,243,4,0,0,1
0.8304799134556193,0.7784280219676158,3,133,6,0,0,1
0.5211888166510745,0.5163561948104151,5,97,3,0,0,1
0.8271443885352492,0.46652000788837256,5,213,8,0,0,1
0.10668374069015174,0.5931626753644533,3,212,2,0,0,1
0.596433453384165,0.9620866965401951,4,211,4,0,0,0
0.9387389332690103,0.7826242727410425,2,257,5,0,0,0
0.6239579132312831,0.9955943285198268,3,187,6,1,0,0
0.2854861547007468,0.6852782810686207,3,153,10,0,0,1
0.7459818060516018,0.5957657890408334,2,283,5,0,0,0
0.44108726472902593,0.44354963236716205,7,285,8,0,0,1
0.7015455525335138,0.6768063621766698,5,194,2,0,1,1
0.12638775060439414,0.7507484120248942,7,233,10,0,0,0
0.6723103234162205,0.660664228488751,4,307,2,0,0,1
0.1289781414441316,0.39382808625755217,4,212,8,0,0,1
0.7703025896275894,0.41762915098007986,3,155,4,1,0,0
0.5256217020146097,0.851919738046822,3,306,7,1,0,1
0.20957891992574834,0.44974108002712815,7,291,4,0,0,1
0.5883723332096553,0.37371922030931887,5,149,4,0,0,0
0.16009699890250423,0.4146208356113803,2,154,4,0,0,1
0.6880283842177366,0.9291071991735911,5,282,3,1,0,1
0.9964776946310429,0.7364152722382055,7,209,6,0,0,0
0.792457603366566,0.8403793526094803,4,237,10,0,0,0
0.616396702292942,0.4604448534927812,4,276,8,0,1,1
0.1923717332897163,0.7403403964560908,4,144,3,0,0,0
0.7298506672956232,0.43564340565334864,5,298,2,0,0,0
0.695051080595138,0.6644852741634371,2,199,10,0,0,0
0.1441874175604987,0.3512455399660135,4,219,6,1,0,1
0.8130693716601316,0.6619286668624714,7,296,10,0,0,0
0.5668449318014547,0.46015363521529956,6,245,10,0,0,0
0.48328092477992723,0.45486302236039194,3,271,6,0,0,0
0.8093684562413189,0.6474750678498735,6,145,2,1,0,0
0.4704123008879535,0.7008049219247587,2,193,4,0,0,1
0.5329236479546382,0.7913256305334742,3,218,8,0,0,0
0.26346595840644216,0.5129950321469171,2,197,6,0,0,1
0.3891870095557858,0.5018234079861785,5,249,10,1,0,1
0.8609796969063118,0.3588364822148916,3,108,2,0,0,0
0.2682133740340438,0.5222690625095331,7,125,4,1,0,0
0.47556195481300967,0.5422288288282918,7,193,6,0,0,0
0.9901310566557695,0.6453813550885308,7,181,8,1,0,0
0.31293983053496743,0.591302235673199,7,272,9,0,0,0
0.9251490996449461,0.7884646688247876,4,119,9,0,0,1
0.9265577210250697,0.6169483642764202,7,198,4,0,0,0
0.18216670798288165,0.8884285077072489,4,274,4,0,0,1
0.5172874523969644,0.6715469358611736,3,215,10,0,0,1
0.5519947017905084,0.7114041936551905,2,237,10,0,0,0
0.3823020550469147,0.7880145758619843,2,112,7,0,0,0
0.1426055835139633,0.7726244469422385,5,212,8,0,0,1
0.31751707352085806,0.9538927017094636,2,246,4,0,0,0
0.18597667739982482,0.8183578447687321,7,283,3,0,0,1
0.3144249151411706,0.9687728153228672,3,306,8,0,0,1
0.8270119776611404,0.5393916360766778,5,250,8,0,0,1
0.9054804590974105,0.9810568386682805,5,197,9,0,0,0
0.13890060287168213,0.7192755319093133,3,192,9,1,0,1
0.3717521526364471,0.5169343057502301,4,156,3,1,0,0
0.9825239787348589,0.39649261270888086,4,243,4,0,1,0
0.5855543402983618,0.6622636232634382,6,239,6,0,1,1
0.6636784255388707,0.9738485736577516,7,305,9,0,0,1
0.10499086756621409,0.8890661315774806,7,114,8,1,0,1
0.5364184990983033,0.8226786489656059,5,295,3,0,0,1
0.9894956811601487,0.33810926871707786,5,155,8,0,0,1
0.4376669747345183,0.8415207389904236,5,131,4,0,0,1
0.18733434277497513,0.781431145528305,5,259,9,0,0,1
0.5157178854116036,0.8862788966636737,7,159,7,0,0,1
0.9667040193930324,0.37342076903644883,3,214,8,0,0,0
0.4076475522085148,0.5757519999663835,4,140,9,0,0,0
0.8190304598935119,0.5360119045701932,4,281,9,0,0,1
0.8189616980917557,0.8405394287943664,3,160,3,0,0,1
0.28742346706504296,0.8319405029048617,7,282,4,0,0,1
0.4990309316210906,0.6500131175217214,2,303,4,0,0,0
0.7440411476388743,0.5546004000350211,6,126,3,0,0,0
0.4694678068725351,0.3723467142481066,2,270,8,0,0,1
0.271906259833379,0.4061739381229302,3,245,5,1,0,1
0.9707448761257766,0.30732307091173583,3,160,9,0,0,0
0.685675329828664,0.8422250756727392,6,117,8,1,0,0
0.8789138663706094,0.9443259666834212,2,264,4,0,0,1
0.12271812201967931,0.3233290262681629,2,151,7,0,0,1
0.3402152333120213,0.856648886575792,5,154,8,0,0,1
0.5518639902940686,0.4933013140837422,5,154,9,0,0,0
0.16070377161704658,0.6603932960114647,5,193,10,0,0,0
0.9937299349853126,0.7852049941167395,2,257,6,0,0,0
0.31281615657822603,0.5345014362710128,2,262,5,1,0,0
0.4368629641109032,0.9876747957458529,3,201,4,0,0,1
0.29261072341751165,0.9899214834405659,2,207,9,0,0,1
0.19490127949490574,0.7704306008003531,4,155,7,1,1,1
0.3092318070438122,0.9886067363761768,4,112,9,0,0,1
0.37054912195288425,0.38237429858737293,3,142,4,1,0,1
0.6709980411094952,0.308450266729144,3,286,4,1,0,1
0.35311130330761764,0.8959953315780569,4,277,6,0,0,1
0.4260490848789187,0.7847190574134454,4,133,9,0,0,0
0.10534855935117685,0.5184124990347325,2,230,3,0,0,0
0.42914721333462813,0.6672370508098341,6,221,10,0,0,1
0.5804973835284651,0.5788671007387439,3,257,8,0,0,1
0.24581425334547782,0.6174546977809048,4,119,6,1,0,1
0.6376897975243375,0.6989760360716455,4,123,4,0,0,1
0.3638372217644614,0.6615962989078381,4,269,7,0,0,1
0.6688454453215551,0.7302087557240966,5,116,8,0,0,0
0.1235769447257594,0.5326322187816259,2,143,2,0,0,0
0.8988341144209974,0.6935631004984129,7,230,4,0,0,0
0.11450676738103653,0.9041692704813795,5,121,2,0,0,0
0.21426222793236524,0.5530586367160966,2,103,3,0,0,1
0.799446215413542,0.49670432632156947,4,210,3,0,0,0
0.14130570898195358,0.6422018031575154,6,205,10,0,0,1
0.739898824235959,0.5245450060110726,4,196,5,0,0,0
0.973941526459116,0.9324007605099294,6,107,2,0,0,0
0.8845146398280765,0.7247244515088567,5,237,7,0,0,0
0.7391454861886286,0.8190356876912939,7,231,4,0,0,1
0.9626587687195001,0.3212144208182535,6,138,7,0,0,0
0.4868320040979237,0.36864056252876914,6,145,10,0,0,1
0.8855910228896265,0.5822366202462284,7,280,3,1,0,1
0.42036190117625316,0.5920377822394018,5,270,2,0,0,0
0.9367872876134621,0.3461087240145645,2,103,8,0,1,1
0.23389989061789324,0.8561460280721453,5,186,5,1,0,1
0.9460261134354462,0.6946669145496825,2,167,10,0,0,1
0.8494445775548914,0.6495230736781439,7,249,2,0,0,0
0.8614493543768177,0.7728399490965945,2,256,8,0,0,1
0.2115307089315499,0.7849341518516564,6,153,4,0,0,1
0.6368382085075632,0.5316058900426294,5,273,10,0,0,1
0.11475323278833824,0.6332534205147575,6,178,6,1,0,1
0.7490659294455461,0.706809960075488,7,274,3,0,0,0
0.10696376271331356,0.3031087281739738,5,196,7,1,0,1
0.17634004970071027,0.3989223622606328,6,241,6,0,0,1
0.30294856940502124,0.5729207962657921,2,254,2,0,0,1
0.8876120804859021,0.331376362634616,6,137,2,0,0,0
0.42721868618885206,0.3380358975788452,7,136,7,0,0,0
0.5859639416913026,0.6602321259440942,5,176,3,0,0,1
0.6112928924370806,0.7295978820180864,4,207,10,0,0,0
0.30291702427536393,0.4697421001721994,7,307,6,0,0,0
0.6149320911860151,0.9270880215150614,7,132,6,1,0,0
0.6948566155266429,0.8664006261618336,5,134,9,0,0,0
0.36842085398559654,0.9015248125921611,6,289,4,0,0,1
0.47676417308202335,0.6198868831544292,6,180,10,0,0,1
0.507780032091517,0.8710586010036683,2,199,3,0,0,0
0.9391155953878734,0.7679559058985781,3,301,8,0,0,0
0.6287443727315521,0.36561222261535503,6,97,8,0,0,1
0.9534271344563271,0.3094166467670805,6,169,5,0,0,1
0.6004312783886322,0.9579455651887607,2,156,8,0,0,0
0.5505052787641911,0.677658535578638,7,140,5,0,0,0
0.10317898986962351,0.8136416598598823,4,290,3,1,0,1
0.532800139487466,0.4131571982821119,4,290,3,0,1,0
0.9347094987063866,0.7887352290256004,2,214,9,0,0,1
0.27852912012404724,0.7556597920864339,7,256,8,0,0,1
0.14688202095054897,0.9311952777896235,7,161,8,0,0,1
0.4661010041264817,0.5124781194049959,4,261,6,0,0,1
0.43515683253470083,0.5545031079408957,7,138,2,0,0,1
0.8714377520841192,0.7302179523893053,5,285,2,1,0,0
0.1239500040039636,0.9158111239535855,7,171,9,1,0,1
0.9281343067831044,0.48807455904437447,6,303,2,0,0,0
0.7128126990954607,0.36696947782110695,4,139,6,0,0,0
0.9138033946577959,0.5276888437640509,3,250,7,0,0,0
0.6467761637385749,0.7469273513803045,2,246,7,0,0,0
0.8307579811925119,0.9982426660728008,4,131,5,0,0,1
0.40198948618535757,0.4214462412853794,6,125,7,0,0,0
0.41460960522480383,0.8678810371148182,4,237,10,1,0,1
0.45088680729546315,0.45729459879144685,7,208,2,1,1,1
0.7793173734155049,0.6601242741979447,6,287,3,0,0,0
0.432362056985783,0.8242485840808786,2,240,9,0,0,1
0.31799782584304054,0.37558833254019863,7,129,9,0,0,1
0.9439015211115362,0.8581969078714184,2,164,10,0,0,0
0.9172099752967361,0.3547958841137747,7,114,5,0,0,0
0.41391758447829197,0.52720952755684,7,134,4,1,0,1
0.6711742632322426,0.32308844506637346,3,258,2,1,0,1
0.3464579904877682,0.8905152697572565,6,171,4,0,0,0
0.2855036158422122,0.7215417877313575,2,164,2,0,0,0
0.402705576097115,0.41596246602956877,3,155,8,0,0,1
0.3943899033539511,0.38190383534628625,5,132,5,0,0,0
0.8940484910769546,0.6332154770143573,6,233,6,0,0,0
0.8400734332513529,0.3051137199952513,2,129,3,1,0,0
0.7386609057031881,0.8545145958207729,6,264,9,0,0,0
0.9634107027330072,0.9780963984509297,7,225,2,1,0,0
0.4802890177972523,0.3246523385391842,6,168,3,0,0,1
0.32052973470010865,0.7100767746959865,5,103,10,0,0,0
0.20565859347234033,0.7280610330650361,2,117,10,0,0,0
0.3709480223810798,0.3071796428573399,3,152,3,0,0,1
0.2307373605734084,0.8359678353435414,3,237,7,0,0,0
0.18296748763153303,0.48162953268707026,2,264,9,0,0,1
0.6426389770362309,0.7567628278329901,4,253,6,0,0,0
0.4277687047808022,0.4470744531911477,7,165,4,1,0,0
0.6081133083365292,0.3613741957872283,3,162,9,0,0,0
0.27220214864850095,0.47546481716557476,2,228,2,0,0,0
0.7092152736874846,0.9140766740519113,4,283,5,0,0,0
0.2939549025480938,0.8320530024678232,5,98,4,0,0,1
0.3502212343696325,0.6434664073029475,2,278,5,0,0,0
0.7675843799303891,0.3812703167635534,6,276,3,0,1,0
0.6037641060802407,0.44746833529027485,2,278,6,0,0,1
0.40135277158031735,0.9734482097848174,6,159,2,1,0,1
0.5886899042906742,0.39840297682103376,3,148,3,0,0,0
0.7245862325724183,0.501279401445218,6,131,3,0,0,0
0.9209189093298661,0.6876121131305151,2,285,2,1,0,0
0.6226418920550085,0.5589215087212324,2,190,4,0,0,1
0.3094177410035928,0.48838586833680603,6,129,2,0,0,0
0.7720278676988469,0.7755803900254026,6,107,8,0,0,0
0.7999921157992368,0.40957905901603997,4,260,2,1,0,0
0.2803611834663886,0.6305333082366513,7,122,8,0,0,1
0.8385167977100975,0.3809682009268942,6,108,10,0,0,0
0.5184413692505438,0.5014195400671662,3,129,5,0,0,0
0.8017899958800506,0.5516546167627643,7,294,5,1,0,0
0.31373039798943936,0.7477926130441831,4,272,9,0,0,1
0.3993222427459088,0.6206180822636951,6,190,4,0,0,1
0.9583274073624876,0.49931013834754556,6,272,4,0,0,0
0.6920335658348246,0.7788422547275249,4,127,2,0,0,0
0.7955900474513876,0.6312137369791797,3,267,9,0,0,0
0.7195369088985661,0.806359085639101,4,159,6,0,0,1
0.28387370606358947,0.5699044670583007,2,101,8,0,0,1
0.5236198736018883,0.8081802001227638,4,206,5,0,0,0
0.8280674854406065,0.6984726329392195,5,201,10,0,1,0
0.7075316142184347,0.4731545587564564,7,160,10,1,0,1
0.10542509708796814,0.6807748630370043,2,301,10,0,0,1
0.17866696838754054,0.39465591971846437,4,196,5,0,0,0
0.41211524819220346,0.3064255799829036,7,151,6,0,0,1
0.9499289856567311,0.783798906362377,6,269,9,1,0,0
0.5420714328771252,0.4244888702805964,6,102,8,0,0,0
0.3431586406873004,0.7145183713536627,3,265,6,0,0,0
0.4243813475083389,0.6262002660576703,4,274,9,0,0,0
0.2895873647986569,0.6052758089328318,5,169,6,0,0,0
0.47908005145301136,0.519680498395885,2,275,4,0,0,1
0.2962318955945271,0.6654770748136623,7,224,8,0,0,1
0.861177256572635,0.9805810753542397,5,278,6,0,0,0
0.5106435391374066,0.8362678789556075,3,177,5,1,1,0
0.35182181659219325,0.5896411683050906,7,282,8,0,0,0
0.9396024833273334,0.9106185429909781,6,306,6,0,0,0
0.3829162182662771,0.6687203612205654,3,260,8,0,0,1
0.9187431958390042,0.9900928995772817,7,252,5,1,0,0
0.13907628187324936,0.9795049553434023,3,101,10,1,0,1
0.7364035542409085,0.3197676750283238,4,210,6,1,0,0
0.5355001351311637,0.42213137109066307,2,170,4,0,0,0
0.49979895519518225,0.8869214649573134,5,198,10,1,0,0
0.13269100991678345,0.5550504552192612,2,166,4,0,0,0
0.13661487144224305,0.4726151862975232,3,134,10,0,0,0
0.3994782553557469,0.6756707070110599,7,226,4,0,0,0
0.95240758591669,0.7702623525314602,7,213,3,0,0,0
0.655893979403222,0.5210958461775039,2,190,3,0,0,0
0.43198735751283424,0.9020815532852862,5,112,10,0,0,0
0.650779335149415,0.6506318733755675,2,260,7,0,0,0
0.28551838265670476,0.4621191339244455,4,303,3,0,0,1
0.24855979854523366,0.7724153419894582,3,118,4,1,0,1
0.4256355389782226,0.6290997918035455,3,158,8,1,0,1
0.8770180163863885,0.4058342859419661,3,309,5,0,0,0
0.5584615546152014,0.350876638850106,5,202,9,1,0,0
0.36721136445117,0.7229673441264894,2,288,7,0,0,1
0.9552264625622356,0.3451084736659188,2,242,7,1,0,1
0.8343694807003539,0.9813412862661068,2,222,7,0,0,1
0.3906765485221836,0.4427480840836405,3,294,6,1,0,1
0.9748884207051931,0.9905838320786351,7,211,10,0,0,0
0.9886159880473517,0.5246735216591547,6,97,6,1,0,1
0.4677941203712003,0.9489279279820562,2,116,2,0,0,0
0.6903307925996273,0.7453025760392528,5,236,3,0,0,1
0.46508787860610523,0.3672083673668955,2,191,5,0,0,0
0.331613295166514,0.4795049009699047,4,191,4,0,1,0
0.17438740839988143,0.5744276084978157,7,278,7,1,0,1
0.33724931150604875,0.5940113551913506,2,96,7,0,0,0
0.3443318681587707,0.6947350003498287,5,225,5,0,0,0
0.4587751717148255,0.7163488498079854,2,203,2,0,0,0
0.26639742792277776,0.5173935726718824,2,146,6,0,0,0
0.9584365629830288,0.36213641528362334,5,262,9,1,0,0
0.1925918968430418,0.7836487963757388,3,220,10,0,0,1
0.6626876798249214,0.6238565631030022,5,151,7,1,0,0
0.49752764924159854,0.7786585121516996,6,198,6,0,0,0
0.4811662440789337,0.6978137243842768,5,221,5,0,0,1
0.43479260463185154,0.3044176514354103,3,189,8,0,0,0
0.8814832391552013,0.8616244370144397,6,185,9,0,1,1
0.3524292825821288,0.8376881553909556,4,250,4,1,0,0
0.11851854165426096,0.5823636679834808,2,203,3,0,0,1
0.926287314363196,0.8470787415332461,3,213,10,1,1,0
0.878032249816245,0.3118860038647222,3,217,7,0,0,0
0.34921161104140264,0.5982354965794132,4,212,5,0,0,1
0.5711387934925166,0.5973199783863776,4,299,7,1,0,1
0.19817937753788537,0.43736806177098675,3,162,5,0,0,0
0.18408436188496818,0.45348725990143246,5,103,10,0,0,1
0.8537194975903382,0.3336003783490801,2,179,5,0,0,1
0.46923914581230974,0.760494426957461,5,290,2,0,0,0
0.6955448861820763,0.970835535973199,4,192,7,0,0,0
0.9488805026294375,0.9483635265129189,3,105,10,0,0,0
0.320617532405316,0.4403203259142198,5,232,7,0,0,1
0.11184384816177527,0.678682117367166,6,182,2,0,0,1
0.12173356520539519,0.8561545629221698,3,197,5,0,0,0
0.7384471231628549,0.5316979456534655,4,268,9,0,0,0
0.9320966963141304,0.4226904907342585,4,154,2,0,0,0
0.520597245711584,0.31463938792863533,5,174,4,0,0,0
0.4375982332877668,0.8169336999892896,5,116,8,0,0,0
0.5885743822096638,0.48954590652784147,4,303,9,0,0,1
0.8730251538232967,0.43196185086895633,2,221,3,0,0,0
0.6869384864136474,0.9291640030666799,5,101,7,0,0,0
